backlog_id,source_kind,post_number,activity_id,parent_activity_id,title,relevance,theme,summary_es,post_url,capture_status,primary_asset_type,primary_text_status,primary_ocr_status,post_text_paths,document_paths,image_paths,extracted_text_paths,local_word_count_estimate,external_link_count,external_link_asset_ids,external_source_types,high_value_external_link_asset_ids,project_destination,possible_executable_or_implementable,default_decision,execution_status,next_action,post_stop_condition,claim_gate
POST-057,indexed_denis_post,57,7229369908193579009,,Visualizing Gradient Boosting,Media,Visualizing gradient boosting,Visualiza residuals y aprendizaje iterativo de gradient boosting.,https://www.linkedin.com/feed/update/urn:li:activity:7229369908193579009/,public_permalink_captured,linkedin_post_text_only,post_text_captured_no_media_found,not_applicable,attachments/raw/7229369908193579009/post_text.txt,,,,276,6,7229369908193579009_external_01; 7229369908193579009_external_02; 7229369908193579009_external_03; 7229369908193579009_external_04; 7229369908193579009_external_05; 7229369908193579009_external_06,external_web; link_aggregator; linkedin_company; linkedin_post_or_article; official_documentation,7229369908193579009_external_02; 7229369908193579009_external_03; 7229369908193579009_external_06,Book Ch06/Ch10; Paper 4 governance appendix,SHAP distillation/governance memo or explainable-scorecard comparison.,append_or_prototype,ready_for_post_text_reading,Read public post text and resolve any external links.,Stop when explanation target is separated from causal claims and either added as governance language or queued as a bounded prototype.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-058,indexed_denis_post,58,7226833197983006722,,Model evaluation with Somers D,Alta,Somers D / Dxy,Generaliza Gini a outcomes continuos y ordinales; ejemplos para PD y LGD.,https://www.linkedin.com/feed/update/urn:li:activity:7226833197983006722/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7226833197983006722/post_text.txt,attachments/raw/7226833197983006722/document_01.pdf; attachments/raw/7226833197983006722/document_transcript_01.txt,,attachments/extracted/7226833197983006722_primary.txt,1830,2,7226833197983006722_external_01; 7226833197983006722_external_02,link_aggregator; preprint,7226833197983006722_external_01,Book Ch06; Paper 4 metric governance; Paper Estrella reviewer-defense language,"Metric-governance text, calibration caveat, or diagnostic table/prototype.",append,p1_analysis_memo_completed,Verify external/canonical sources before manuscript promotion.,"Stop when discrimination/calibration/economic metric implication is classified as promote, append, park, or archive and no LinkedIn-only claim remains unlabeled.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-059,indexed_denis_post,59,7224433718059274241,,Fisher Scoring with Python,Alta,Fisher Scoring package,Regresion logistica sklearn-style con errores estandar/inferencia y control util para scorecards WOE.,https://www.linkedin.com/feed/update/urn:li:activity:7224433718059274241/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7224433718059274241/post_text.txt,attachments/raw/7224433718059274241/document_01.pdf; attachments/raw/7224433718059274241/document_transcript_01.txt,,attachments/extracted/7224433718059274241_primary.txt,610,5,7224433718059274241_external_01; 7224433718059274241_external_02; 7224433718059274241_external_03; 7224433718059274241_external_04; 7224433718059274241_external_05,external_web; github; link_aggregator; linkedin_post_or_article,7224433718059274241_external_01; 7224433718059274241_external_03; 7224433718059274241_external_04,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
EXT-LI-001,external_linkedin_child_post,,7140373482889961472,7272626194091552768,WOE Estimators for PD Models | Denis Burakov | 50 comments,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_woe-estimators-for-pd-models-activity-7140373482889961472-zRus?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
EXT-LI-002,external_linkedin_child_post,,7186249596044496897,7259829440568836097,Weighted Logistic Regression | Denis Burakov,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_weighted-logistic-regression-activity-7186249596044496897-By5E?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
EXT-LI-003,external_linkedin_child_post,,7196388918437548033,7254740864336285696,Explainable Boosted Scoring (xbooster) | Denis Burakov,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_explainable-boosted-scoring-xbooster-activity-7196388918437548033-jmxE?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
EXT-LI-004,external_linkedin_child_post,,7168870006380740608,7247130806010187776,Log Loss | Denis Burakov,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_log-loss-activity-7168870006380740608-Qgbq?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
EXT-LI-005,external_linkedin_child_post,,7165608521160421379,7234084801039790080,Scorecarding with Naïve Bayes | Denis Burakov,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_creditrisk-creditriskmodeling-lending-activity-7165608521160421379-hzLO?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
EXT-LI-006,external_linkedin_child_post,,7173218699191926784,7229369908193579009,Gradient Boosting | Denis Burakov,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_gradient-boosting-activity-7173218699191926784-892W?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
EXT-LI-007,external_linkedin_child_post,,7171406844500946944,7224433718059274241,Logistic Regression | Denis Burakov,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_logistic-regression-activity-7171406844500946944-GU_v?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
EXT-LI-008,external_linkedin_child_post,,7152948849597132801,7224433718059274241,Logistic Regression: The Two Cultures | Denis Burakov | 15 comments,External,linked external LinkedIn post,LinkedIn post externo enlazado desde el corpus; se analiza solo si refuerza el tema del post padre.,https://www.linkedin.com/posts/denisburakov_logistic-regression-the-two-cultures-activity-7152948849597132801-P7P_?utm_source=share&utm_medium=member_desktop,pending_child_capture_or_archive,,,,,,,,0,0,,linkedin_post_or_article,,Parent-post dependent,Capture/read only if it can change the parent post decision or source trail.,park,pending_child_capture_or_archive,capture_if_relevant_or_archive,Stop when child post is captured/read or explicitly archived as context-only.,Child LinkedIn posts are context unless canonical evidence is found.
